Articulo,Valor_articulo,Tematica,Tipo,Valor_Tipo,Atributos,Valor_Atributos,Numero,Indicador,Resultado,Valor,Escala,Anio,Fuente,Observaciones,Link_1,Link_2,Link_3,Link_4,,
Artículo 5,5,Igualdad y no discriminación,Estructura,1,Medidas específicas para lograr la igualdad de hecho,3,7,"Medidas específicas para lograr la igualdad de hecho, incluyendo medidas de acción afirmativa, adoptadas legalmente y/o en planes de políticas públicas, en particular para los grupos con más riesgo de discriminación entre las personas con discapacidad, incluida la existencia o designación de mecanismos de monitoreo y de cumplimiento.",En cumplimiento,1,"Escala donde 1 significa cumplimientn, 0.5 cumplimiento parcial y 0 incumplimiento.",2023,IMPO-ONU,"Ley Nº 18.651 sobre Protección Integral de Personas con Discapacidad ley establece un marco legal amplio para la protección y promoción de los derechos de las personas con discapacidad en Uruguay. Cubre varios aspectos como atención médica, educación, rehabilitación, inserción laboral y vivienda. Por otra parte, en 2020 se desarrollaron varias iniciativas y proyectos apoyados por el Fondo de las Naciones Unidas sobre Discapacidad. Estos proyectos incluyen la integración de los derechos humanos de las personas con discapacidad en las respuestas a la pandemia de COVID-19, así como otros esfuerzos para fortalecer la inclusión y protección de los derechos de estas personas en Uruguay.",https://www.impo.com.uy/discapacidad/,https://uruguay.un.org/es/129579-el-trabajo-por-un-uruguay-m%C3%A1s-inclusivo-e-igualitario,,,,
Artículo 28,28,Nivel de vida adecuado y protección social,Estructura,1,Protección social y reducción de la pobreza,2,3,"Legislación sobre protección social y reducción de la pobreza que hace referencia explícita a las personas con discapacidad y garantiza su igualdad de acceso a todos los programas de protección social, incluida la asistencia social y la seguridad social.",En cumplimiento,1,"Escala donde 1 significa cumplimientn, 0.5 cumplimiento parcial y 0 incumplimiento.",2023,IMPO-BPS,"La Ley Nº 18.651, establece un marco legal para la protección integral de las personas con discapacidad. Esta ley se centra en garantizar sus derechos y promover la igualdad de acceso a diversos servicios y programas. El Banco de Previsión Social (BPS) en Uruguay gestiona programas de pensiones que buscan reducir la pobreza y la vulnerabilidad entre las personas mayores y con discapacidad. Estos programas incluyen planes de pensiones no contributivos y de ahorro individual obligatorio.","https://www.impo.com.uy/discapacidad/#:~:text=En%20Uruguay%20existe%20una%20ley,GU%C3%8DA%20NORMATIVA",https://www.bps.gub.uy/bps/file/20110/37/20230214-prestaciones.pdf,,,,
Artículo 28,28,Nivel de vida adecuado y protección social,Resultado,3,General,9,17,"Proporción de personas con discapacidad que acceden a algún tipo de régimen de protección social cuyos costes relacionados con la discapacidad hayan sido determinados y estén cubiertos, por sexo, edad y discapacidad.",,7.7,Porcentaje,2021,BPS,En 2021  se otorgaron 62333 pensiones por invalidez y 3517 subsidios transitorios por incapacidad parcial de un total de 804311.,"https://www.bps.gub.uy/bps/file/19959/1/memoria-2021.pdf#:~:text=Durante%20el%20a%C3%B1o%202021%2C%20BPS,%2C%20Pensiones%20graciables%2C%20Rentas%20permanentes%2C",https://www.bps.gub.uy/bps/file/20210/1/94.-prestaciones-y-servicios-para-personas-con-discapacidad--del-bps.-actualizacion-2021.pdf,,,,
Artículo 21,21,Libertad de expresión y de opinión y acceso a la información,Estructura,1,"Reconocimiento oficial y desarrollo del lenguaje de señas, Braille y métodos  alternativos de comunicación ",3,4,"Legislación promulgada que reconozca el Braille, el formato de lectura fácil, los subtítulos, la comunicación táctil, el apoyo a la comunicación y cualquier otro medio, modo o formato de comunicación utilizado por las personas con discapacidad, y que asegure su uso en interacciones oficiales, como sea requerido o solicitado por las personas con discapacidad.",Incumplimiento,0,"Escala donde 1 significa cumplimientn, 0.5 cumplimiento parcial y 0 incumplimiento.",2023,LaRed21-UdelaR,"En Uruguay, existen algunas iniciativas que promueven el uso del Braille. Existe un convenio entre IMPO y FBU que busca preservar el sistema de lectoescritura de Braille, produciendo textos accesibles para personas con discapacidad visual. Esto incluye no solo la Constitución sino también otros materiales normativos. Además, se planea realizar una adaptación de la Constitución para niños y continuar con otras propuestas de contenido. La Fundación Braille del Uruguay también se enfoca en producir materiales adaptados para personas ciegas o con baja visión y en atender a niños con discapacidad visual y sus familias, manteniendo contacto permanente con maestros especializados para responder a sus necesidades. En 2023, la Udelar, en colaboración con la Asociación Down del Uruguay, ha implementado el Club de Lectura Fácil. Este club es un ejemplo de trabajo colaborativo entre la academia y la sociedad civil, enfocado en generar conocimiento y desarrollar instrumentos para contribuir con el avance académico en materia de accesibilidad y derecho a la comunicación. El club utiliza libros de la colección Lectura Fácil, proporcionando un espacio educativo y de socialización donde los participantes pueden disfrutar de la lectura sin prácticas de infantilización, promoviendo así la inclusión y participación de las personas con discapacidad en diferentes ámbitos sociales y culturales. En la medida de que se trata de esfuerzos aislados que no están regulados por ninguna norma, se considera que existe incumplimiento en relación a este indicador.",https://www.lr21.com.uy/comunidad/1462585-uruguay-realiza-fuerte-apuesta-para-rescatar-el-sistema-braille-y-asegurar-formacion-de-ninos-con-discapacidad-visual,https://www.extension.udelar.edu.uy/blog/2023/07/03/accesibilidad-y-derecho-a-la-comunicacion-comenzo-a-funcionar-el-club-de-lectura-facil/,,,,
Artículos 1 a 4,1.4,"Definiciones,  principios y obligaciones generales de la CDPD",Resultado,3,Participación de las personas con discapacidad ,3,28,"Número y proporción de organizaciones de personas con discapacidad que participan en los procesos de consulta para la implementación de la Convención, desagregado por tipo de organización, por grupo representado de personas con discapacidad y ubicación geográfica (basado en 33.26)",No se tiene información para construir el indicador.,99,,2023,INDDHH,"En 2017, la Alianza de Organizaciones por los Derechos de las Personas con Discapacidad en Uruguay planteó la necesidad de establecer un mecanismo de supervisión alineado con los Principios de París, en respuesta a las observaciones del Comité sobre los Derechos de las Personas con Discapacidad. El 5 de julio de 2017 se creó el grupo de trabajo para elaborar una propuesta de funcionamiento e integración del mecanismo de supervisión conforme a los lineamientos del Art. 33 párrafo 2 de la Convención sobre los Derechos de las Personas con Discapacidad. En febrero de 2020 el Grupo de Trabajo de Educación Inclusiva (GTEI) de la sociedad civil planteó la necesidad de elaborar un protocolo de actuación para utilizar ante casos de rechazo y discriminación hacia las personas en situación de discapacidad en el ámbito de la educación.  El proceso de inclusión efectivo de estudiantes que se había iniciado con el Protocolo de actuación para la inclusión de personas con discapacidad en los centros educativos (decreto Nº 72/017), debía complementarse además con un mecanismo para que las familias pudieran denunciar casos de rechazos y discriminación. Por resolución de la Institución Nacional de Derechos Humanos y Defensoría del Pueblo (INDDHH) del 31 de octubre de 2023, se aprueba el reglamento del Mecanismo de Vigilancia y Monitoreo de la aplicación de la Convención Internacional sobre los Derechos de las Personas con Discapacidad, previsto en su artículo 33, contempla el papel explícito que desempeñan las instituciones nacionales en la promoción, protección y supervisión de la aplicación de este tratado internacional por cumplir con los principios de París. Es por este motivo que el ámbito de competencia donde se instala este mecanismo en nuestro país es en la (INDDHH. El Consejo Asesor Honorario es un mecanismo de participación ciudadana pluralista, representado ´por organizaciones de la sociedad civil de y para PcD. Se desconoce el número y la proporción de los procesos de consulta.",https://www.gub.uy/institucion-nacional-derechos-humanos-uruguay/politicas-y-gestion/discapacidad,https://www.gub.uy/institucion-nacional-derechos-humanos-uruguay/sites/institucion-nacional-derechos-humanos-uruguay/files/2023-11/Exp.%202023-1-38-0000821%20Reglamento%20Mecanismo%20personas%20con%20discapacidad.pdf,,,,
Artículo 5,5,Igualdad y no discriminación,Proceso,2,General,9,13,"Campañas y actividades de concienciación para la difusión de información al público en general, incluyendo a las personas con discapacidad y sus familias, acerca del alcance de la prohibición de discriminar por motivos de discapacidad, el marco contra la discriminación, la obligación de proveer ajustes razonables y las medidas específicas para lograr una igualdad real.",,3,Cantidad de campañas,2023,MIDES-INDDHH-Radio Universal,"En la edición 2023 del Mes de la Discapacidad, la consigna promovida por la Secretaría Nacional de Cuidados y Discapacidad del Ministerio de Desarrollo Social es “Derribando barreras construimos una sociedad inclusiva”. Por su parte, la INDDHH, bajo la premisa “Nada de las personas con discapacidad sin las personas con discapacidad” celebró la formación del Consejo Asesor Honorario para Personas con Discapacidad. Finalmente, la Unión Nacional de Ciegos del Uruguay (UNCU), junto al Núcleo Interdisciplinario Comunicación y Accesibilidad de la Universidad de la República, lanzó la campaña ""Encuentros"" para derribar mitos sobre la discapacidad visual. Esta campaña incluye actividades como stand-up, música en vivo, y experiencias de acercamiento a la discapacidad, además de contar con spots audiovisuales y podcasts.",https://www.gub.uy/ministerio-desarrollo-social/comunicacion/calendario-actividades/mes-discapacidad,https://www.gub.uy/institucion-nacional-derechos-humanos-uruguay/tematica/discapacidad-0,https://970universal.com/2023/11/25/lanzan-la-campana-encuentros/,,,
Artículo 28,28,Nivel de vida adecuado y protección social,Resultado,3,General,9,18,"Número de personas sin hogar por cada 100.000 habitantes, por sexo, edad y discapacidad.",,17.1,Porcentaje,2020,MIDES- INE,La cantidad total de personas en situación de calle con discapacidad en 2020 era de 605. La población total de Uruguay en 2020 (revisión 2013) se estima en 3530912. Elaboración propia en base a datos del MIDES y el INE.,https://www.gub.uy/ministerio-desarrollo-social/sites/ministerio-desarrollo-social/files/documentos/publicaciones/Informe%20relevamientos%20PSC%202020-2021.pdf,https://www.gub.uy/instituto-nacional-estadistica/datos-y-estadisticas/estadisticas/estimaciones-proyecciones,,,,
Artículo 29,29,Participación en la vida política y pública,Estructura,1,Libertad de asociación y participación en la vida pública y en la gestión de asuntos públicos,3,10,Legislación promulgada sobre la participación pública que sea inclusiva con las personas con discapacidad.,Cumplimiento parcial,1,"Escala donde 1 significa cumplimientn, 0.5 cumplimiento parcial y 0 incumplimiento.",2022,INDDHH-JDM,"Uruguay ha establecido un Consejo Asesor Honorario de la sociedad civil organizada de y para personas con discapacidad. Este consejo tiene como objetivo abordar los temas de los derechos humanos de las personas con discapacidad y se conforma con representantes de cada uno de los departamentos del país. Las organizaciones de la sociedad civil de y para personas con discapacidad de todo el país, registradas en la Institución Nacional de Derechos Humanos y Defensoría del Pueblo, tienen derecho a votar para elegir a sus representantes en este consejo. El Consejo de Participación de Personas con Discapacidad, creado por la Junta Departamental de Montevideo (JDM), tiene el objetivo de avanzar en los procesos de participación pública de las personas con discapacidad. Entre sus funciones están transmitir las necesidades y posibles soluciones del colectivo en situación de discapacidad, invitar a gobiernos departamentales y municipales para realizar planteamientos y consultas, y asesorar en planes o proyectos relacionados con la discapacidad. En la medida en que se trata de legislación departamental, se considera que existe cumplimiento parcial.",https://www.gub.uy/institucion-nacional-derechos-humanos-uruguay/comunicacion/noticias/se-constituyo-del-consejo-asesor-honorario-para-personas-discapacidad,https://www.gub.uy/junta-departamental-montevideo/comunicacion/comunicados/concejo-participacion-personas-discapacidad,,,,
Artículo 8,8,Toma de conciencia,Proceso,2,General,9,12,"Procesos de consulta llevados a cabo para asegurar la participación activa de las personas con discapacidad, incluso a través de las organizaciones que los representan, sobre el diseño, la implementación y el monitoreo de leyes, reglamentos, políticas y programas, en la toma de conciencia por parte de toda la sociedad del respeto de los derechos de las personas con discapacidad.",,1,Cantidad de procesos de consulta,2023,Secretaría de Derechos Humanos - MIDES,"El Plan Nacional de Acción para la Prevención y Combate a la Trata de Personas 2018-2020 fue el resultado de un trabajo colectivo entre el Estado, Organizaciones de la Sociedad Civil (OSC) y la Organización Internacional para las Migraciones (OIM), en el marco de la Mesa Interinstitucional para la Prevención y Combate a la Trata de Personas. El plan considera especialmente que las distintas formas de discapacidad y el grado de dependencia de la persona suelen agravar las situaciones de discriminación social, principalmente en relación a mujeres, niñas, niños y adolescentes. Así, el respeto a personas con discapacidad implica promover el reconocimiento de las mismas como sujetas de derechos, y no más como solamente beneficiarias del sistema médico asistencial, promoviendo su inclusión social y la equidad en las oportunidades para el pleno goce de sus derechos, en el marco del modelo social de la discapacidad. Adicionalmente, el Consejo Nacional de Prevención y Combate a la Trata y Explotación de Personas (CNTE) desempeña un papel significativo en la coordinación y ejecución de políticas relacionadas con la prevención y el combate a la trata y la explotación de personas. A través de este consejo, se promueven acciones, se divulgan comunicados y se proporcionan guías y documentos de interés que abarcan diversos aspectos relacionados con la temática. Las áreas temáticas incluyen la integración laboral, la atención a población vulnerable, los derechos humanos y la cultura, la juventud, el género, las personas mayores, la discapacidad, la primera infancia, entre otros. En particular, el CNTE desarrolló la Guía de Acción y Prevención y Combate a la Trata y Explotación de Personas manera participativa por instituciones y organizaciones que conforman el CNTE, con el objetivo principal brindar una herramienta para la efectiva articulación y derivación entre los actores intervinientes en la detección e identificación de posibles situaciones de trata o explotación de personas. Busca asegurar una respuesta inicial y el inicio del proceso de atención a las víctimas y la persecución del delito. Este enfoque interinstitucional es crucial para abordar las necesidades particulares de mujeres, niños, niñas, adultos mayores y personas con todo tipo de discapacidad en entornos públicos y privados.",https://www.gub.uy/secretaria-derechos-humanos/comunicacion/publicaciones/plan-nacional-de-accion-para-la-prevencion-y-combate-la-trata-de,https://www.gub.uy/ministerio-desarrollo-social/cntep,https://www.gub.uy/ministerio-desarrollo-social/comunicacion/publicaciones/guia-accion-prevencion-combate-trata-explotacion-personas,,,
Artículo 9,9,Accesibilidad,Proceso,2,General,9,20,"Procesos de consulta llevados a cabo para asegurar la participación activa de las personas con discapacidad, incluyendo las organizaciones que las representan , en el diseño, la implementación y el monitoreo de leyes, reglamentos, políticas y programas, en relación con la accesibilidad al entorno construido, el transporte, la información y la comunicación.",En cumplimiento,1,"Escala donde 1 significa cumplimientn, 0.5 cumplimiento parcial y 0 incumplimiento.",2023,Secretaría de Derechos Humanos - MIDES,"El Plan Nacional de Acción para la Prevención y Combate a la Trata de Personas 2018-2020 fue el resultado de un trabajo colectivo entre el Estado, Organizaciones de la Sociedad Civil (OSC) y la Organización Internacional para las Migraciones (OIM), en el marco de la Mesa Interinstitucional para la Prevención y Combate a la Trata de Personas. El plan considera especialmente que las distintas formas de discapacidad y el grado de dependencia de la persona suelen agravar las situaciones de discriminación social, principalmente en relación a mujeres, niñas, niños y adolescentes. Así, el respeto a personas con discapacidad implica promover el reconocimiento de las mismas como sujetas de derechos, y no más como solamente beneficiarias del sistema médico asistencial, promoviendo su inclusión social y la equidad en las oportunidades para el pleno goce de sus derechos, en el marco del modelo social de la discapacidad. Adicionalmente, el Consejo Nacional de Prevención y Combate a la Trata y Explotación de Personas (CNTE) desempeña un papel significativo en la coordinación y ejecución de políticas relacionadas con la prevención y el combate a la trata y la explotación de personas. A través de este consejo, se promueven acciones, se divulgan comunicados y se proporcionan guías y documentos de interés que abarcan diversos aspectos relacionados con la temática. Las áreas temáticas incluyen la integración laboral, la atención a población vulnerable, los derechos humanos y la cultura, la juventud, el género, las personas mayores, la discapacidad, la primera infancia, entre otros. En particular, el CNTE desarrolló la Guía de Acción y Prevención y Combate a la Trata y Explotación de Personas manera participativa por instituciones y organizaciones que conforman el CNTE, con el objetivo principal brindar una herramienta para la efectiva articulación y derivación entre los actores intervinientes en la detección e identificación de posibles situaciones de trata o explotación de personas. Busca asegurar una respuesta inicial y el inicio del proceso de atención a las víctimas y la persecución del delito. Este enfoque interinstitucional es crucial para abordar las necesidades particulares de mujeres, niños, niñas, adultos mayores y personas con todo tipo de discapacidad en entornos públicos y privados.",https://www.gub.uy/secretaria-derechos-humanos/comunicacion/publicaciones/plan-nacional-de-accion-para-la-prevencion-y-combate-la-trata-de,https://www.gub.uy/ministerio-desarrollo-social/cntep,https://www.gub.uy/ministerio-desarrollo-social/comunicacion/publicaciones/guia-accion-prevencion-combate-trata-explotacion-personas,,,
Artículo 16,16,"Protección contra la explotación, la violencia y el abuso",Estructura,1,General,9,3,"Adopción de un plan o política nacional para prevenir, detectar y combatir la violencia, el abuso y todas las formas de explotación, con referencia explícita a las personas con discapacidad, que aborde las necesidades particulares de mujeres, niños y niñas, adultos mayores y  personas con todo tipo de discapacidad en entornos públicos y privados.",En cumplimiento,1,"Escala donde 1 significa cumplimientn, 0.5 cumplimiento parcial y 0 incumplimiento.",2023,Secretaría de Derechos Humanos - MIDES,"El Plan Nacional de Acción para la Prevención y Combate a la Trata de Personas 2018-2020 fue el resultado de un trabajo colectivo entre el Estado, Organizaciones de la Sociedad Civil (OSC) y la Organización Internacional para las Migraciones (OIM), en el marco de la Mesa Interinstitucional para la Prevención y Combate a la Trata de Personas. El plan considera especialmente que las distintas formas de discapacidad y el grado de dependencia de la persona suelen agravar las situaciones de discriminación social, principalmente en relación a mujeres, niñas, niños y adolescentes. Así, el respeto a personas con discapacidad implica promover el reconocimiento de las mismas como sujetas de derechos, y no más como solamente beneficiarias del sistema médico asistencial, promoviendo su inclusión social y la equidad en las oportunidades para el pleno goce de sus derechos, en el marco del modelo social de la discapacidad. Adicionalmente, el Consejo Nacional de Prevención y Combate a la Trata y Explotación de Personas (CNTE) desempeña un papel significativo en la coordinación y ejecución de políticas relacionadas con la prevención y el combate a la trata y la explotación de personas. A través de este consejo, se promueven acciones, se divulgan comunicados y se proporcionan guías y documentos de interés que abarcan diversos aspectos relacionados con la temática. Las áreas temáticas incluyen la integración laboral, la atención a población vulnerable, los derechos humanos y la cultura, la juventud, el género, las personas mayores, la discapacidad, la primera infancia, entre otros. En particular, el CNTE desarrolló la Guía de Acción y Prevención y Combate a la Trata y Explotación de Personas manera participativa por instituciones y organizaciones que conforman el CNTE, con el objetivo principal brindar una herramienta para la efectiva articulación y derivación entre los actores intervinientes en la detección e identificación de posibles situaciones de trata o explotación de personas. Busca asegurar una respuesta inicial y el inicio del proceso de atención a las víctimas y la persecución del delito. Este enfoque interinstitucional es crucial para abordar las necesidades particulares de mujeres, niños, niñas, adultos mayores y personas con todo tipo de discapacidad en entornos públicos y privados.",https://www.gub.uy/secretaria-derechos-humanos/comunicacion/publicaciones/plan-nacional-de-accion-para-la-prevencion-y-combate-la-trata-de,https://www.gub.uy/ministerio-desarrollo-social/cntep,https://www.gub.uy/ministerio-desarrollo-social/comunicacion/publicaciones/guia-accion-prevencion-combate-trata-explotacion-personas,,,
Artículos 1 a 4,1.4,"Definiciones,  principios y obligaciones generales de la CDPD",Resultado,3,Marco institucional y desarrollo de políticas públicas,2,26,"Número de personas con discapacidad que se han sometido a una evaluación de la discapacidad y cuentan con un certificado de discapacidad, en comparación con las estimaciones estadísticas del número de personas con discapacidad. ",,294,Cantidad de personas con discapacidad certificadas por el Registro Nacional de Personas con Discapacidad,2022,MIDES,"Si bien se viene trabajando en la construcción de un baremo único de discapacidad, sólo se conoce que en 2022 el MIDES realizó 421 valoraciones sobre 294 usuarios y sus familias para el ingreso al Registro Nacional de Empleo. ",https://www.gub.uy/ministerio-desarrollo-social/comunicacion/noticias/uruguay-presenta-avances-desarrollo-baremo-unico-valoracion-discapacidad,https://www.gub.uy/ministerio-desarrollo-social/comunicacion/campanas/direccion-discapacidad-2022,,,,
Artículo 30,30,"Participación en la vida cultural, las actividades recreativas, el esparcimiento y el deporte",Proceso,2,General,9,19,"Campañas y actividades de concienciación para promover e informar a las personas con discapacidad, sus familias y el público en general, sobre el derecho de las personas con discapacidad a participar en la vida cultural, las actividades recreativas, el ocio y el deporte.",,4,Cantidad de campañas/actividades,2023,SENADE-MIDES-IMM,"La Secretaría Nacional de Deporte lleva adelante el Programa de Actividad Física y Deporte para Personas con Discapacidad. Este programa nacional fomenta la práctica de actividades físicas, deportivas y recreativas inclusivas a nivel comunitario. Se enfoca en reconocer a las personas con discapacidad como sujetos de derecho para participar en deportes, y busca promover su inclusión en distintos ámbitos de desarrollo social y comunitario. El MIDES ofrece un programa que incluye actividades culturales, formativas y educativas, como talleres, cursos y charlas, dirigidas a personas mayores y personas con discapacidad. Este programa busca fomentar el desarrollo de potencialidades y la integración social de estas personas. Este organismo también lleva adelante el Programa Deportivo-Recreativo Inclusivo, que propone una oferta de actividades deportivas adaptadas especialmente para personas con discapacidades físicas y visuales. Incluye talleres de formación y la organización de distintas actividades deportivas adaptadas. Finalmente, la IMM La Intendencia de Montevideo ofrece varios programas y actividades dirigidos a personas con discapacidad, incluyendo deportes y recreación. Estas actividades son organizadas en distintos espacios públicos y están dirigidas a mejorar la inclusión y participación de esta población en la vida social y cultural de la ciudad.",https://www.gub.uy/secretaria-nacional-deporte/node/1139,https://www.gub.uy/ministerio-desarrollo-social/node/8910,https://www.gub.uy/ministerio-desarrollo-social/node/9277,https://montevideo.gub.uy/noticias/deportes/agenda-de-actividades-2023-para-personas-con-discapacidad,,
